names,artist_names,artist_genres,albums
Consume (feat. Goon Des Garcons),Chase Atlantic,['alternative r&b'],Chase Atlantic
Trust,Brent Faiyaz,"['r&b', 'rap']",Lost
Calling My Phone,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",Destined 2 Win
I Feel Like I'm Drowning,Two Feet,"['indie poptimism', 'modern rock']",A 20 Something Fuck
Kiss It Better,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",ANTI (Deluxe)
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,"['bedroom pop', 'bedroom soul']",Ivory
Poison,Brent Faiyaz,"['r&b', 'rap']",Poison
Uuuu,Steve Lacy,['afrofuturism'],The Lo-Fis
Still Don't Know My Name,Labrinth,"['indie poptimism', 'pop']",Euphoria (Original Score from the HBO Series)
No Guidance (feat. Drake),Chris Brown,"['pop rap', 'r&b', 'rap']",Indigo
Fall in Love with You.,Montell Fish,['pittsburgh rap'],JAMIE
Get You The Moon (feat. Snøw),Kina,"['sad lo-fi', 'slowed and reverb']",Get You The Moon (feat. Snøw)
Chanel,Frank Ocean,"['lgbtq+ hip hop', 'neo soul']",Chanel
Heavenly,Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Cry
oui,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'trap', 'urban contemporary']",Late Nights: The Album
Friends,Chase Atlantic,['alternative r&b'],Nostalgia - EP
Like I Want You,Giveon,['r&b'],TAKE TIME
Knee Socks,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",AM
Her Way,PARTYNEXTDOOR,"['r&b', 'rap', 'urban contemporary']",PARTYNEXTDOOR TWO
Self Control,Frank Ocean,"['lgbtq+ hip hop', 'neo soul']",Blonde
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)
Fell In Love,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",Fell In Love
On My Own,Darci,['dark r&b'],On My Own
No Love (with SZA),Summer Walker,"['r&b', 'rap']",Still Over It
Losin Control,Russ,"['hawaiian hip hop', 'pop rap']",There's Really A Wolf
BABYDOLL,Ari Abdul,"['dark r&b', 'sped up']",BABYDOLL
Go Fuck Yourself,Two Feet,"['indie poptimism', 'modern rock']",First Steps
Say My Name,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",The Writing's On The Wall
Ex-Factor,Ms. Lauryn Hill,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'soul']",The Miseducation of Lauryn Hill
Remember the Time,Michael Jackson,"['r&b', 'soul']",Dangerous
Like a Tattoo,Sade,"['british soul', 'sophisti-pop']",Love Deluxe
One In A Million,Aaliyah,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",One In A Million
I Swear,All-4-One,"['boy band', 'contemporary r&b', 'r&b']",All-4-One
Poison,Bell Biv DeVoe,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",Poison
On & On,Erykah Badu,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",Baduizm
One Sweet Day,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",Daydream
Can't Take My Eyes Off of You - (I Love You Baby),Ms. Lauryn Hill,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'soul']",The Miseducation of Lauryn Hill
Weak,SWV,"['contemporary r&b', 'girl group', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",It's About Time
So Anxious,Ginuwine,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",100% Ginuwine
Creep,TLC,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",Crazysexycool
Too Close,Next,"['boy band', 'contemporary r&b', 'minneapolis sound', 'new jack swing', 'r&b', 'urban contemporary']",Rated Next
So Into You,Tamia,"['canadian pop', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",Tamia
No Ordinary Love,Sade,"['british soul', 'sophisti-pop']",Love Deluxe
My Love Is Your Love,Whitney Houston,['pop'],My Love Is Your Love
Get It Together,702,"['contemporary r&b', 'girl group', 'hip pop', 'r&b']",No Doubt
Twisted,Keith Sweat,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",Keith Sweat
Love Like This,Faith Evans,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",Keep the Faith
He's Mine,MoKenStef,[],azz izz
Tell Me,Groove Theory,"['contemporary r&b', 'new jack swing']",Groove Theory
This Is How We Do It,Montell Jordan,"['contemporary r&b', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",This Is How We Do It
You Got Me,The Roots,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']",Things Fall Apart
It's Not Right But It's Okay,Whitney Houston,['pop'],My Love Is Your Love
That's The Way Love Goes,Janet Jackson,"['dance pop', 'r&b', 'urban contemporary']",Janet
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",Donell Jones,"['contemporary r&b', 'r&b', 'urban contemporary']",Where I Wanna Be
Angel of Mine,Monica,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",The Boy Is Mine
I Wanna Be Down,Brandy,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",Brandy
At Your Best (You Are Love),Aaliyah,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",Age Ain't Nothing But A Number
Real Love,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",What's The 411?
Got 'Til It's Gone,Janet Jackson,"['dance pop', 'r&b', 'urban contemporary']",The Velvet Rope
Ascension (Don't Ever Wonder) - Remastered 2021,Maxwell,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",Maxwell's Urban Hang Suite
Where My Girls At,702,"['contemporary r&b', 'girl group', 'hip pop', 'r&b']",702
Cupid,112,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",112
They Don't Know,Jon B.,"['contemporary r&b', 'r&b', 'urban contemporary']",COOL RELAX
Rain,SWV,"['contemporary r&b', 'girl group', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",Release Some Tension
Knockin' da Boots,H-Town,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",Fever for da Flavor
Hey Mr. D.J.,Zhané,"['contemporary r&b', 'r&b']",Pronounced Jah-Nay
Don't Let Go (Love),En Vogue,"['contemporary r&b', 'girl group', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",EV3
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,"['contemporary r&b', 'minneapolis sound', 'new jack swing', 'r&b']",Meant To Be Mint
Mary Jane (All Night Long),Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",My Life
Lost Ones,Ms. Lauryn Hill,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'soul']",The Miseducation of Lauryn Hill
Can We Talk,Tevin Campbell,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",The Best of Tevin Campbell
Next Lifetime,Erykah Badu,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",Baduizm
Sweet Lady,Tyrese,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",Tyrese
I Can Love You,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",Share My World
If You Love Me,Brownstone,"['contemporary r&b', 'girl group', 'r&b']",From The Bottom Up
I'll Make Love To You,Boyz II Men,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",II
Nothing Even Matters (feat. D'Angelo),Ms. Lauryn Hill,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'soul']",The Miseducation of Lauryn Hill
Pony,Ginuwine,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",Ginuwine... The Bachelor
Back & Forth,Aaliyah,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",Age Ain't Nothing But A Number
Have You Ever,Brandy,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",Never Say Never
Every Little Thing I Do,Soul For Real,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b']",Candy Rain
Don't Walk Away,Jade,"['contemporary r&b', 'girl group']",Jade To The Max
I'm So Into You,SWV,"['contemporary r&b', 'girl group', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",It's About Time
Still Not a Player (feat. Joe),Big Pun,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop']",Greatest Hits
Can't You See,Total,"['contemporary r&b', 'hip pop', 'r&b']",BAD BOY CELEBRATES DIDDY: The Executive
How Deep Is Your Love,Dru Hill,"['contemporary r&b', 'r&b', 'urban contemporary']",Enter The Dru
Freak Like Me,Adina Howard,"['contemporary r&b', 'r&b']",Do You Wanna Ride?
You're Makin' Me High,Toni Braxton,"['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",Secrets
Lady,D'Angelo,"['indie soul', 'neo soul', 'soul']",Brown Sugar
Cherish the Day,Sade,"['british soul', 'sophisti-pop']",Love Deluxe
Faded Pictures,Case,"['contemporary r&b', 'r&b']",Personal Conversation
So Mi Like It,Spice,"['dancehall', 'dancehall queen', 'jamaican dancehall']",So Mi Like It
Only Man She Want,Popcaan,"['dancehall', 'jamaican hip hop', 'reggae fusion', 'traphall']",Only Man She Want
Ova Dweet,Popcaan,"['dancehall', 'jamaican hip hop', 'reggae fusion', 'traphall']",Ova Dweet - Single
Settle Down (Destiny),Mavado,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Settle Down (Destiny)
Missing You,Sanchez,"['lovers rock', 'old school dancehall', 'roots reggae', 'soca']",Missing You
Throat,Gage,"['dancehall', 'jamaican dancehall']",Throat - Single
Tight Up Skirt,Red Rat,['dancehall'],Oh No It's Red Rat
Gyal Bruk Out,Alkaline,"['dancehall', 'jamaican hip hop', 'traphall']",Raw as Eva
So Special,Mavado,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Mr. Brooks...A Better Tomorrow
Go Go Wine,Vybz Kartel,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Kingston Story (Deluxe Edition)
Bedroom Bully,Busy Signal,"['dancehall', 'jamaican dancehall', 'reggae fusion']",It (Incomparable Talent)
Beautiful,Damian Marley,"['reggae', 'reggae fusion']",Welcome to Jamrock
Everything Fi Hold Him,Gaza Slim,"['dancehall', 'riddim']",Girl Boss - The Realest Girl
Ganja Farmer,Marlon Asher,['trinidadian reggae'],Unconditional Love
Party Shot (Ravin Part. 2),Popcaan,"['dancehall', 'jamaican hip hop', 'reggae fusion', 'traphall']",When Mi Party
Kotch,RDX,"['chutney', 'dancehall']",Kotch
Needle Eye,Spice,"['dancehall', 'dancehall queen', 'jamaican dancehall']",Needle Eye - Single
Dye Dye (Raw),Macka Diamond,"['dancehall', 'dancehall queen', 'riddim']",Dye Dye - Single
Gal a Weh Do You,Vybz Kartel,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Pon Di Gaza 2.0
Likes,Chronixx,"['dancehall', 'modern reggae']",Chronology
Things Mi Love,Alkaline,"['dancehall', 'jamaican hip hop', 'traphall']",Things Mi Love
Hold You - Hold Yuh,Gyptian,"['conscious hip hop', 'dancehall', 'reggae fusion']",Reggae Masterpiece: Gyptian
Bad Man Forward,DING DONG,"['dancehall', 'jamaican dancehall', 'traphall']","Bad Man Forward, Bad Man Pull Up"
Nah Let Go,Vybz Kartel,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Pon Di Gaza 2.0
Nuh Linga,Elephant Man,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Dance & Sweep! - Adventures Of The Energy God
Bend Ova,RDX,"['chutney', 'dancehall']",Kotch EP
Always,Gaza Slim,"['dancehall', 'riddim']",Girl Boss - The Realest Girl
Bounce Along,Wayne Wonder,"['dancehall', 'reggae fusion']",No Holding Back
Nuh Boring Gyal,Aidonia,"['dancehall', 'reggae fusion', 'traphall']",Project Sweat
Ghetto Story,Cham,"['dancehall', 'reggae fusion']",Ghetto Story (Explicit Content U.S. Version)
Click Mi Finger,Erup,['riddim'],First Semester: Dancehall
Willie Bounce,Elephant Man,"['dancehall', 'jamaican dancehall', 'reggae fusion']",Strictly The Best Vol 33
Wine and Jiggle,I-Octane,['dancehall'],Wine and Jiggle
Broad Out - Raw,RDX,"['chutney', 'dancehall']",Broad Out
One Drop,QQ,['dancehall'],Kingston 20
Call Mi A Yardie,Stylo G,"['dancehall', 'uk dancehall']",Ragga Ragga Ragga 2012
Hot Fuk / Hot Wuk,Mr. Vegas,"['azonto', 'dancehall', 'reggae fusion', 'soca']",Mr Vegas: The Hits
Life (Is What You Make of It),Frighty,[],Life (Is What You Make of It)
Riot,Summer Walker,"['r&b', 'rap']",CLEAR
Dark Red,Steve Lacy,['afrofuturism'],Dark Red
Lost,Frank Ocean,"['lgbtq+ hip hop', 'neo soul']",channel ORANGE
Don't,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']",T R A P S O U L
Infrunami,Steve Lacy,['afrofuturism'],The Lo-Fis
Break from Toronto,PARTYNEXTDOOR,"['r&b', 'rap', 'urban contemporary']",PARTYNEXTDOOR
Die For You,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Starboy
Some,Steve Lacy,['afrofuturism'],Some
Broken Clocks,SZA,"['pop', 'r&b', 'rap']",Ctrl
24K Magic,Bruno Mars,"['dance pop', 'pop']",24K Magic
Japanese Denim,Daniel Caesar,['canadian contemporary r&b'],Get You - Single
C U Girl,Steve Lacy,['afrofuturism'],C U Girl
What You Heard,Sonder,['experimental r&b'],What You Heard
Love Songs - Bonus,Kaash Paige,['contemporary r&b'],Parked Car Convos
Hotline Bling,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Views
Love Galore (feat. Travis Scott),SZA,"['pop', 'r&b', 'rap']",Ctrl
Could've Been (feat. Bryson Tiller),H.E.R.,"['r&b', 'rap']",I Used To Know Her
Right My Wrongs,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']",T R A P S O U L
Deep,Summer Walker,"['r&b', 'rap']",Last Day Of Summer
Say It,Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",I Told You
Bitch Better Have My Money,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",Bitch Better Have My Money
Stay Ready (What A Life),Jhené Aiko,['r&b'],Sail Out
Awkward,SZA,"['pop', 'r&b', 'rap']",Ctrl (Deluxe)
Location,Khalid,"['pop', 'pop r&b']",American Teen
Belong to the City,PARTYNEXTDOOR,"['r&b', 'rap', 'urban contemporary']",PARTYNEXTDOOR TWO
Pink Matter,Frank Ocean,"['lgbtq+ hip hop', 'neo soul']",channel ORANGE
Nights Like This (feat. Ty Dolla $ign),Kehlani,"['pop', 'r&b', 'rap']",While We Wait
Love On Top,Beyoncé,"['pop', 'r&b']",4
The Weekend,SZA,"['pop', 'r&b', 'rap']",Ctrl
New Flame (feat. Usher & Rick Ross),Chris Brown,"['pop rap', 'r&b', 'rap']",X (Expanded Edition)
Session 32,Summer Walker,"['r&b', 'rap']",Session 32
Trip,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",Ella Mai
Come and See Me (feat. Drake),PARTYNEXTDOOR,"['r&b', 'rap', 'urban contemporary']",PARTYNEXTDOOR 3 (P3)
Earned It (Fifty Shades Of Grey),The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Beauty Behind The Madness
All I Want Is You (feat. J. Cole),Miguel,"['r&b', 'urban contemporary']",All I Want Is You
Pretty Little Fears (feat. J. Cole),6LACK,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",East Atlanta Love Letter
Loyal (feat. Lil Wayne & Tyga),Chris Brown,"['pop rap', 'r&b', 'rap']",X (Expanded Edition)
Tadow,Masego,"['alternative r&b', 'indie soul']",Lady Lady
2 On (feat. ScHoolboy Q),Tinashe,"['alternative r&b', 'dance pop', 'metropopolis', 'pop', 'r&b', 'urban contemporary']",Aquarius
Drunk in Love (feat. Jay-Z),Beyoncé,"['pop', 'r&b']",BEYONCÉ [Platinum Edition]
Karma,Summer Walker,"['r&b', 'rap']",Last Day Of Summer
Sky Walker (feat. Travis Scott),Miguel,"['r&b', 'urban contemporary']",War & Leisure
Loveeeeeee Song,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",Unapologetic (Deluxe)
Gonna Love Me,Teyana Taylor,"['alternative r&b', 'hip pop', 'r&b', 'urban contemporary']",K.T.S.E.
The Morning - Original,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",House Of Balloons (Original)
The Worst,Jhené Aiko,['r&b'],Sail Out
20 Something,SZA,"['pop', 'r&b', 'rap']",Ctrl
OTW,Khalid,"['pop', 'pop r&b']",OTW
Wus Good / Curious,PARTYNEXTDOOR,"['r&b', 'rap', 'urban contemporary']",PARTYNEXTDOOR
Formation,Beyoncé,"['pop', 'r&b']",Lemonade
PRBLMS,6LACK,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",FREE 6LACK
Consideration,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",ANTI (Deluxe)
Gang Over Luv,Brent Faiyaz,"['r&b', 'rap']",Sonder Son
While We're Young,Jhené Aiko,['r&b'],Trip
Hold Me Down,Daniel Caesar,['canadian contemporary r&b'],Freudian
Talk (feat. Disclosure),Khalid,"['pop', 'pop r&b']",Free Spirit
Adorn,Miguel,"['r&b', 'urban contemporary']",Kaleidoscope Dream
What You Need - Original,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",House Of Balloons (Original)
She Don't (feat. Ty Dolla $Ign),Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",Time
Honesty,Pink Sweat$,['bedroom soul'],Volume 1
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",Sex Playlist
Deuces (feat. Tyga & Kevin McCall),Chris Brown,"['pop rap', 'r&b', 'rap']",F.A.M.E. (Expanded Edition)
Planez,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'trap', 'urban contemporary']",Late Nights: The Album
It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,"['hip pop', 'r&b', 'trap queen', 'urban contemporary']","Call Me Crazy, But..."
I Want You Around,Snoh Aalegra,"['alternative r&b', 'scandinavian r&b', 'swedish soul']",#NAME?
Slow Motion,Trey Songz,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Trigga Reloaded
D'Evils,SiR,"['alternative r&b', 'la pop']",November
Pour It Up,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",Unapologetic (Deluxe)
Blue Lights,Jorja Smith,"['r&b', 'uk contemporary r&b']",Lost & Found
Kickin’ Back,Mila J,"['hip pop', 'r&b', 'trap queen']",213
Boo'd Up,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",READY
Every Kind Of Way,H.E.R.,"['r&b', 'rap']",H.E.R.
You,Jacquees,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']",4275 (Bonus Version)
Body Party,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",Ciara
Hold On,The Internet,"['alternative r&b', 'lgbtq+ hip hop']",Hive Mind
Hold Up,Beyoncé,"['pop', 'r&b']",Lemonade
Motivation,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",Here I Am (Deluxe Version)
Whine & Jumping (feat. Patrice Roberts),Shaggy,"['pop rap', 'reggae fusion']",In The Mood
Remedy,Destra,"['chutney', 'dancehall', 'soca']",Unchained
Last Last,Burna Boy,"['afrobeats', 'azontobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']","Love, Damini"
Rice & Peas,Jaz Elise,['modern reggae'],Rice & Peas
Party Girls (feat. Buju Banton),Victoria Monét,['alternative r&b'],Party Girls (feat. Buju Banton)
Nostálgico,Rvssian,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",Nostálgico
Love Life,Navy,['modern reggae'],Love Life
Ten Cane Row (feat. Jorja Smith),Protoje,"['modern reggae', 'reggae']",Third Time's The Charm
Energy,Mystic Marley,[],Energy
Finesse,Pheelz,"['afrobeats', 'nigerian pop']",Finesse
Go Down Deh (feat. Shaggy and Sean Paul),Spice,"['dancehall', 'dancehall queen', 'jamaican dancehall']",10
For Granted,NESTA,[],For Granted
Over You,Tina (Hoodcelebrityy),"['dancehall', 'dancehall queen', 'trap queen']",Over You
Blessed (feat. Damian Marley),Wizkid,"['afrobeats', 'afropop', 'azonto', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Made In Lagos
Toni-Ann Singh (feat. Popcaan),Burna Boy,"['afrobeats', 'azontobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']","Love, Damini"
Protocol,Skeng,"['dancehall', 'jamaican dancehall', 'jamaican hip hop', 'traphall']",Protocol
You're Perfect,Charly Black,"['dancehall', 'jamaican dancehall']",You're Perfect
the grudge,Olivia Rodrigo,['pop'],GUTS
Never Ever Love a Liar,Bea and her Business,[],Introverted Extrovert
Part Of Me,Cian Ducrot,"['irish pop', 'singer-songwriter pop']",Part Of Me
